Name,VUID
"Industrial Distribution Board (4 Socket + 2 MCB) (20 Amp, 3 Pole, TPN-MCB, PVC)",CP-331295-5
"Industrial Distribution Board (4 Socket + 2 MCB) (30 Amp, 3 Pole, TPN-MCB, PVC)",CP-331295-6
"Industrial Distribution Board (4 Socket + 4 MCB) (20 Amp, 2 Pole, DP-MCB, Metal)",CP-530501-1
"Industrial Distribution Board (4 Socket + 4 MCB) (20 Amp, 3 Pole, TPN-MCB, Metal)",CP-530501-2
"Industrial Distribution Board (4 Socket + 4 MCB) (30 Amp, 3 Pole, TPN-MCB, Metal)",CP-530501-3
"Industrial Distribution Board (4 Socket + 4 MCB) (20 Amp, 2 Pole, DP-MCB, PVC)",CP-530501-4
"Industrial Distribution Board (4 Socket + 4 MCB) (20 Amp, 3 Pole, TPN-MCB, PVC)",CP-530501-5
"Industrial Distribution Board (4 Socket + 4 MCB) (30 Amp, 3 Pole, TPN-MCB, PVC)",CP-530501-6
"Industrial Distribution Board (6 Socket + 1 MCB) (20 Amp, 2 Pole, DP-MCB, Metal)",CP-683103-1
"Industrial Distribution Board (6 Socket + 1 MCB) (20 Amp, 3 Pole, TPN-MCB, Metal)",CP-683103-2
"Industrial Distribution Board (6 Socket + 1 MCB) (30 Amp, 3 Pole, TPN-MCB, Metal)",CP-683103-3
"Industrial Distribution Board (6 Socket + 1 MCB) (20 Amp, 2 Pole, DP-MCB, PVC)",CP-683103-4
"Industrial Distribution Board (6 Socket + 1 MCB) (20 Amp, 3 Pole, TPN-MCB, PVC)",CP-683103-5
"Industrial Distribution Board (6 Socket + 1 MCB) (30 Amp, 3 Pole, TPN-MCB, PVC)",CP-683103-6
"Industrial Socket Distribution Board Top Mounting (20 Amp, 2 Pole, 1 Way)",CP-528163-1
"Industrial Socket Distribution Board Top Mounting (20 Amp, 3 Pole, 1 Way)",CP-528163-2
"Industrial Socket Distribution Board Top Mounting (30 Amp, 3 Pole, 1 Way)",CP-528163-3
"Industrial Socket Distribution Board Top Mounting (20 Amp, 2 Pole, 2 Way)",CP-528163-4
"Industrial Socket Distribution Board Top Mounting (20 Amp, 3 Pole, 2 Way)",CP-528163-5
"Industrial Socket Distribution Board Top Mounting (30 Amp, 3 Pole, 2 Way)",CP-528163-6
"Industrial Socket Distribution Board Top Mounting (20 Amp, 2 Pole, 3 Way)",CP-528163-7
"Industrial Socket Distribution Board Top Mounting (20 Amp, 3 Pole, 3 Way)",CP-528163-8
"Industrial Socket Distribution Board Top Mounting (30 Amp, 3 Pole, 3 Way)",CP-528163-9
"Industrial Socket Distribution Board Top Mounting (20 Amp, 2 Pole, 4 Way)",CP-528163-10
"Industrial Socket Distribution Board Top Mounting (20 Amp, 3 Pole, 4 Way)",CP-528163-11
"Industrial Socket Distribution Board Top Mounting (30 Amp, 3 Pole, 4 Way)",CP-528163-12
"Finolex PVC Agri End Cap (6 Kgf/cm², 110 mm (4 inch))",CP-541159-1
"Finolex CPVC Pipe (3 meter, SDR 11) (Size: 40 mm (1½ inch))",CP-879286-1
"Finolex CPVC Pipe (3 meter, SDR 11) (Size: 25 mm (1 inch))",CP-879286-2
"Finolex CPVC Pipe (3 meter, SDR 11) (Size: 20 mm (¾ inch))",CP-879286-3
Finolex CPVC Elbow  (Size: 40 mm (1½ inch)),CP-130494-1
Finolex CPVC Elbow  (Size: 25 mm (1 inch)),CP-130494-2
Finolex CPVC Elbow  (Size: 20 mm (¾ inch)),CP-130494-3
Finolex CPVC Coupler  (Size: 40 mm (1½ inch)),CP-163543-1
Finolex CPVC Coupler  (Size: 25 mm (1 inch)),CP-163543-2
Finolex CPVC Coupler  (Size: 20 mm (¾ inch)),CP-163543-3
Finolex CPVC Tee  (Size: 40 mm (1½ inch)),CP-725264-1
Finolex CPVC Tee  (Size: 25 mm (1 inch)),CP-725264-2
Finolex CPVC Tee  (Size: 20 mm (¾ inch)),CP-725264-3
Finolex CPVC Step Over Bend  (Size: 40 mm (1½ inch)),CP-290762-1
Finolex CPVC Step Over Bend  (Size: 25 mm (1 inch)),CP-290762-2
Finolex CPVC Step Over Bend  (Size: 20 mm (¾ inch)),CP-290762-3
"Finolex CPVC Reducer  (Size: 40x25 mm (1½""x1 inch))",CP-103669-1
Finolex CPVC Reducer  (Size: 25x20 mm (1x¾ inch)),CP-103669-2
Finolex CPVC Male Threaded Adapter (M.T.A.) Brass Insert  (Size: 25 mm (1 inch)),CP-924054-1
Finolex CPVC Male Threaded Adapter (M.T.A.) Brass Insert  (Size: 20 mm (¾ inch)),CP-924054-2
Finolex CPVC SU Bend (Elbow  45°)  (Size: 40 mm (1½ inch)),CP-460957-1
Finolex CPVC SU Bend (Elbow  45°)  (Size: 25 mm (1 inch)),CP-460957-2
Finolex CPVC SU Bend (Elbow  45°)  (Size: 20 mm (¾ inch)),CP-460957-3
Finolex CPVC Reducing Brass Elbow  (Size: 20X15 mm (¾x½ inch)),CP-730908-1
Finolex CPVC Reducing Brass Tee  (Size: 20X15 mm (¾x½ inch)),CP-866090-1
Finolex CPVC Reducing Brass Female Threaded Adapter (F.T.A.)  (Size: 20X15 mm (¾x½ inch)),CP-826758-1
"Finolex PVC Agri Pipe (6 meter, 6 KG/CM²) (Size: 50 mm (2 inch))",CP-856622-1
Finolex PVC Agri Elbow (10 KG/CM²) (Size: 50 mm (2 inch)),CP-171817-2
Finolex PVC Tee (10 KG/CM²) (Size: 50 mm (2 inch)),CP-281918-1
Finolex PVC Agri Coupler (10 KG/CM²) (Size: 50 mm (2 inch)),CP-987100-1
Finolex CPVC Reducing Bush (SDR 11) (Size: 40x25 mm (1½x1 inch)),CP-043878-1
Finolex CPVC Reducing Bush (SDR 11) (Size: 40x20 mm (1½x¾ inch)),CP-043878-2
Z Patti Heavy (4 feet) (Size: 2 inch),CP-679572-1
NeoSeal CPVC Adhesive (305 Tin)  (Size: 237 ml),CP-897629-1
NeoSeal Lubricant (500 gm),CP-979683-1
NeoSeal Taflon Tap Premium ,CP-421734-1
Finolex CPVC Reducing Male Threaded Adapter (M.T.A.) Brass Insert  (Size: 20X15 mm (¾x½ inch)),CP-512840-1
"Safety Ribbon Barricade/Caution Tape Roll (1.5 kg, 200 - 250 meter) (Size: 3 inch)",CP-156447-1
"Classic Lifting Belt (3 ton, 3 meter, 75 mm)",CP-126364-1
Staff PVC Waterproof Raincoat/Rain Suit ,CP-296521-1
PVC Transparent Waterproof Raincoat/Rain Suit ,CP-305610-1
Cotton Polka Dotted Blue Hand Gloves (90 gm),CP-438685-2
"Waterproof Tarpaulin Sheet (125 gsm, 1.3 kg) (Size: 9 x 12 feet)",CP-173911-1
"Waterproof Tarpaulin Sheet (140 gsm, 2 kg) (Size: 12 x 12 feet)",CP-173911-2
"Waterproof Tarpaulin Sheet (140 gsm, 2.5 kg) (Size: 12 x 15 feet)",CP-173911-3
"Waterproof Tarpaulin Sheet (140 gsm, 3.15 kg) (Size: 12 x 18 feet)",CP-173911-4
"Waterproof Tarpaulin Sheet (140 gsm, 3.5 kg) (Size: 15 x 18 feet)",CP-173911-5
"Waterproof Tarpaulin Sheet (140 gsm, 5.6 kg) (Size: 18 x 24 feet)",CP-173911-6
"Waterproof Tarpaulin Sheet (140 gsm, 9.4 kg) (Size: 24 x 30 feet)",CP-173911-7
"Waterproof Tarpaulin Sheet (140 gsm, 10.6 kg) (Size: 27 x 30 feet)",CP-173911-8
"Waterproof Tarpaulin Sheet (140 gsm, 12 kg) (Size: 30 x 30 feet)",CP-173911-9
"Waterproof Tarpaulin Sheet (140 gsm, 14.5 kg) (Size: 30 x 36 feet)",CP-173911-10
"Waterproof Tarpaulin Sheet (150 gsm, 1.56 kg) (Size: 10 x 12 feet)",CP-173911-11
"Waterproof Tarpaulin Sheet (150 gsm, 1.78 kg) (Size: 12 x 12 feet)",CP-173911-12
"Waterproof Tarpaulin Sheet (150 gsm, 3.25 kg) (Size: 15 x 15 feet)",CP-173911-13
"Waterproof Tarpaulin Sheet (150 gsm, 4 kg) (Size: 15 x 20 feet)",CP-173911-14
"Waterproof Tarpaulin Sheet (150 gsm, 5.86 kg) (Size: 18 x 24 feet)",CP-173911-15
"Waterproof Tarpaulin Sheet (150 gsm, 10 kg) (Size: 24 x 30 feet)",CP-173911-16
"Waterproof Tarpaulin Sheet (150 gsm, 12.5 kg) (Size: 30 x 30 feet)",CP-173911-17
Udyogi Eco 1 Full Body Harness with Shock Absorber ,CP-867180-1
Bosch Breaker/Demolition Hammer 5 KG (GSH 500 Max) ,CP-228179-1
Bosch Breaker/Demolition Hammer 11 KG (GSH 11 E Promo) ,CP-542222-1
Bosch Breaker/Demolition Hammer 16 KG (GSH 16-30) ,CP-445426-1
Bosch Drill Machine/Rotary Hammer 1-2 KG (GBH 220) ,CP-225800-1
Bosch Drill Machine/Rotary Hammer 1-2 KG (GBH 2-26 DRE) ,CP-963965-1
Bosch Drill Machine/Rotary Hammer 5 KG and More (GBH 5-40 D) ,CP-235264-1
Bosch Diamond/Stone Ply Cutter Machine (GDC 120) 4 inch ,CP-823544-1
Bosch Diamond/Stone Ply Cutter Machine (GDC 141) 5 inch ,CP-784720-1
Bosch Air Blower (GBL 620) ,CP-409465-1
Bosch Impact Drill (GSB 600 RE) ,CP-870908-1
Bosch Metal Cutting Machine/Cut-Off Saw (GCO 220) ,CP-349607-1
Bosch Metal Cutting Machine/Cut-Off Saw (GCO 14-24) ,CP-827051-1
Bosch Small Angle Grinder (GWS 800) 4 Inch ,CP-793837-1
Bosch Small Angle Grinder (GWS 14-125 CI) 5 Inch ,CP-679240-1
Bosch Small Angle Concrete Grinder Machine (GBR 15 CAG) ,CP-387563-1
Bosch Large Angle Concrete Grinder (GWS 24-180) 7 Inch ,CP-430836-1
Bosch Ply/Circular Cutting Machine (GKS 190) 7 Inch ,CP-557701-1
Bench Top Metal Cutting Saw Machine (TMC 405 HD - BTS) ,CP-697905-1
Metal Cutting Saw Machine (TMC 405 HD) ,CP-117868-1
Metal Cutting Saw Machine - Marine/Coastal Application (TMC 405 HD - SS) ,CP-330096-1
Concrete Block & Metal Cutting Saw Machine (TMC 500 HD) ,CP-779965-1
Bench Top Metal Cutting Chop Saw Machine (TMC 355/3 BTS) ,CP-674409-1
Metal Cutting Chop Saw Machine (TMC 355/3) ,CP-640636-1
Metal Cutting Chop Saw Machine for Cold Cutting Applications (TMC 355/3 - CC) ,CP-247442-1
Bench Top Metal Cold Cutting Machine (TMC 355/3 CC - BTS) ,CP-380918-1
Bosch Pointed Chisel (400 mm),CP-110052-1
Bosch Flat Chisel (400 mm),CP-951990-1
Bosch SDS Plus Hammer Drill Bit  (Size: 6 mm),CP-778906-1
Bosch SDS Plus Hammer Drill Bit  (Size: 8 mm),CP-778906-2
Bosch SDS Plus Drill Bit (Size: 10 mm) (Length: 210 mm),CP-778906-3
Bosch SDS Plus Drill Bit (Size: 12 mm) (Length: 210 mm),CP-778906-4
Bosch SDS Plus Hammer Drill Bit  (Size: 14 mm),CP-778906-5
Bosch SDS Plus Hammer Drill Bit  (Size: 16 mm),CP-778906-6
Bosch SDS Plus Hammer Drill Bit  (Size: 18 mm),CP-778906-7
Bosch SDS Plus Hammer Drill Bit  (Size: 20 mm),CP-778906-8
Bosch Diamond Cutting Blade  (Size: 4 inch),CP-725900-1
Bosch Diamond Cutting Blade  (Size: 5 inch),CP-725900-2
Bosch Wooden Cutting (Saw) Blade  (Size: 4 inch),CP-505638-1
Bosch Wooden Cutting (Saw) Blade  (Size: 5 inch),CP-505638-2
Bosch Wooden Cutting (Saw) Blade  (Size: 7 inch),CP-505638-3
Bosch Metal Cutting Wheel  (Size: 4 inch),CP-589311-1
Bosch Metal Cutting Wheel  (Size: 5 inch),CP-589311-2
Bosch Metal Cutting Wheel  (Size: 7 inch),CP-589311-3
Bosch Metal Cutting Wheel  (Size: 14 inch),CP-589311-4
Bosch Metal Grinding Wheel  (Size: 4 inch),CP-335747-1
Shuttering Plywood (Make: Amron) - Good Repetitions (12 mm) (Size: 8X4 feet),CP-148291-1
Base Jack Solid  (Size: 600 mm),CP-847770-1
U Heads Jack Solid  (Size: 600 mm),CP-781323-1
Spigot Pin (5 mm),CP-990588-2
"Tie rod (3 meter, 16 mm)",CP-810111-1
Cast Iron Gugu Nut ,CP-535402-1
"Shuttering Plywood Sheet (Make: Max) - MUF (12 mm, 30 kg) (Size: 8X4 feet)",CP-674924-1
"KEI Single Core Homecab FR Cable (0.50 sq mm, 100 meter)",CP-422768-1
"KEI Single Core Homecab FR Cable (0.75 sq mm, 100 meter)",CP-422768-2
"KEI Single Core Homecab FR Cable (1 sq mm, 100 meter)",CP-422768-3
"KEI Single Core Homecab FR Cable (1.5 sq mm, 100 meter)",CP-422768-4
"KEI Single Core Homecab FR Cable (2.5 sq mm, 100 meter)",CP-422768-5
"KEI Single Core Homecab FR Cable (4 sq mm, 100 meter)",CP-422768-6
"KEI Single Core Homecab FR Cable (6 sq mm, 100 meter)",CP-422768-7
"KEI Single Core Homecab FR Cable (10 sq mm, 100 meter)",CP-422768-8
"KEI Single Core Homecab FR Cable (16 sq mm, 100 meter)",CP-422768-9
"KEI Single Core Homecab FR Cable (25 sq mm, 100 meter)",CP-422768-10
"KEI Single Core Homecab FR Cable (35 sq mm, 100 meter)",CP-422768-11
"KEI Single Core Homecab FR Cable (50 sq mm, 100 meter)",CP-422768-12
"KEI Single Core Homecab FR Cable (70 sq mm, 100 meter)",CP-422768-13
"KEI Single Core Homecab FR Cable (95 sq mm, 100 meter)",CP-422768-14
"KEI Single Core Homecab FR Cable (120 sq mm, 100 meter)",CP-422768-15
"KEI Single Core Homecab FR Cable (150 sq mm, 100 meter)",CP-422768-16
"KEI Single Core Homecab FR Cable (185 sq mm, 100 meter)",CP-422768-17
"KEI Single Core Homecab FR Cable (240 sq mm, 100 meter)",CP-422768-18
"KEI Single Core Homecab FR Cable (300 sq mm, 100 meter)",CP-422768-19
"KEI Single Core Homecab FR Cable (400 sq mm, 100 meter)",CP-422768-20
"KEI 2 Core Homecab FR Cable (0.50 sq mm, 100 meter)",CP-711856-1
"KEI 2 Core Homecab FR Cable (0.75 sq mm, 100 meter)",CP-711856-2
"KEI 2 Core Homecab FR Cable (1 sq mm, 100 meter)",CP-711856-3
"KEI 2 Core Homecab FR Cable (1.5 sq mm, 100 meter)",CP-711856-4
"KEI 2 Core Homecab FR Cable (2.5 sq mm, 100 meter)",CP-711856-5
"KEI 2 Core Homecab FR Cable (4 sq mm, 100 meter)",CP-711856-6
"KEI 2 Core Homecab FR Cable (6 sq mm, 100 meter)",CP-711856-7
"KEI 2 Core Homecab FR Cable (10 sq mm, 100 meter)",CP-711856-8
"KEI 2 Core Homecab FR Cable (16 sq mm, 100 meter)",CP-711856-9
Cast Iron Tie Rod Anchor Nut ,CP-385447-1
"Blue Waterproof Tarpaulin Sheet Bundle (18 nos, 150 gsm) (Size: 10 x 12 feet)",CP-733200-1
"Blue Waterproof Tarpaulin Sheet Bundle (15 nos, 150 gsm) (Size: 12 x 12 feet)",CP-733200-2
"KEI 3 Core Homecab FR Cable (0.50 sq mm, 100 meter)",CP-711856-10
"KEI 3 Core Homecab FR Cable (0.75 sq mm, 100 meter)",CP-711856-11
"KEI 3 Core Homecab FR Cable (1 sq mm, 100 meter)",CP-711856-12
"KEI 3 Core Homecab FR Cable (1.5 sq mm, 100 meter)",CP-711856-13
"KEI 3 Core Homecab FR Cable (2.5 sq mm, 100 meter)",CP-711856-14
"KEI 3 Core Homecab FR Cable (4 sq mm, 100 meter)",CP-711856-15
"KEI 3 Core Homecab FR Cable (6 sq mm, 100 meter)",CP-711856-16
"KEI 3 Core Homecab FR Cable (10 sq mm, 100 meter)",CP-711856-17
"KEI 3 Core Homecab FR Cable (16 sq mm, 100 meter)",CP-711856-18
"KEI 3 Core Homecab FR Cable (25 sq mm, 100 meter)",CP-711856-19
"KEI 3 Core Homecab FR Cable (35 sq mm, 100 meter)",CP-711856-20
"KEI 3 Core Homecab FR Cable (50 sq mm, 100 meter)",CP-711856-21
"KEI 3 Core Homecab FR Cable (70 sq mm, 100 meter)",CP-711856-22
Industrial Aluminium Ladder (12 feet),CP-552451-2
Industrial Aluminium Ladder (14 feet),CP-552451-3
Industrial Aluminium Ladder (16 feet),CP-552451-4
Industrial Aluminium Ladder (20 feet),CP-552451-5
Coupler Sheet Metal Swivel (690 gm) (Size: 40 x 40 mm),CP-726983-1
Concrete Cover Blocks with Wire (10 kg) (Size: 25 mm (132 nos)),CP-765981-2
Concrete Cover Blocks with Wire (10 kg) (Size: 30 mm (83 nos)),CP-765981-3
Concrete Cover Blocks with Wire (10 kg) (Size: 40 mm (62 nos)),CP-765981-4
Concrete Cover Blocks with Wire (10 kg) (Size: 50 mm (42 nos)),CP-765981-5
Concrete Cover Blocks with Wire (10 kg) (Size: 75 mm (25 nos)),CP-765981-6
Concrete Round Pile Cover Blocks  (Size: 50 mm (25 Nos)) (Total Dia: 114 mm) (Thickness: 25 mm) ( Hole Size: 14 mm),CP-429830-2
Concrete Round Pile Cover Blocks  (Size: 75 mm (10 Nos)) (Total Dia: 170 mm) (Thickness: 30 mm) ( Hole Size: 20 mm),CP-429830-3
JK White Cement (5 kg),CP-728936-1
Pidilite Feviseal Multipurpose Silicone Acrylic Sealant (White),CP-960349-1
Cotton Waste (25 kg),CP-206715-1
Cotton Waste (50 kg),CP-206715-2
"KEI 4 Core Homecab FR Cable (0.50 sq mm, 100 meter)",CP-711856-23
"KEI 4 Core Homecab FR Cable (0.75 sq mm, 100 meter)",CP-711856-24
"KEI 4 Core Homecab FR Cable (1 sq mm, 100 meter)",CP-711856-25
"KEI 4 Core Homecab FR Cable (1.5 sq mm, 100 meter)",CP-711856-26
"KEI 4 Core Homecab FR Cable (2.5 sq mm, 100 meter)",CP-711856-27
"KEI 4 Core Homecab FR Cable (4 sq mm, 100 meter)",CP-711856-28
"KEI 4 Core Homecab FR Cable (6 sq mm, 100 meter)",CP-711856-29
"KEI 4 Core Homecab FR Cable (10 sq mm, 100 meter)",CP-711856-30
"KEI 4 Core Homecab FR Cable (16 sq mm, 100 meter)",CP-711856-31
"KEI 4 Core Homecab FR Cable (25 sq mm, 100 meter)",CP-711856-32
"KEI 4 Core Homecab FR Cable (35 sq mm, 100 meter)",CP-711856-33
"KEI 4 Core Homecab FR Cable (50 sq mm, 100 meter)",CP-711856-34
"KEI 4 Core Homecab FR Cable (70 sq mm, 100 meter)",CP-711856-35
"KEI 4 Core Homecab FR Cable (95 sq mm, 100 meter)",CP-711856-36
Bitumen (Damar) 9015 ,CP-600521-1
"KEI 5 Core Homecab FR Cable (0.50 sq mm, 100 meter)",CP-711856-37
"KEI 5 Core Homecab FR Cable (0.75 sq mm, 100 meter)",CP-711856-38
"KEI 5 Core Homecab FR Cable (1 sq mm, 100 meter)",CP-711856-39
"KEI 5 Core Homecab FR Cable (1.5 sq mm, 100 meter)",CP-711856-40
"KEI 5 Core Homecab FR Cable (2.5 sq mm, 100 meter)",CP-711856-41
"KEI 5 Core Homecab FR Cable (4 sq mm, 100 meter)",CP-711856-42
"KEI 5 Core Homecab FR Cable (6 sq mm, 100 meter)",CP-711856-43
"KEI 5 Core Homecab FR Cable (10 sq mm, 100 meter)",CP-711856-44
"Galvanized Roofing Sheets (8 x 2.5 feet, 0.25 mm)",CP-442255-1
"Galvanized Roofing Sheets (10 x 2.5 feet, 0.25 mm)",CP-442255-2
Finolex PVC Agri Elbow (6 KG/CM²) (Size: 110 mm (4 inch)),CP-171817-3
Finolex PVC Tee (6 KG/CM²) (Size: 110 mm (4 inch)),CP-281918-2
Finolex PVC Reducer (6 KG/CM²) (Size: (140 x 110 mm) 5 x 4 inch),CP-220364-1
Finolex PVC Agri Coupler (6 KG/CM²) (Size: 110 mm (4 inch)),CP-987100-2
NeoSeal PVC Adhesive (100 Tin)  (Size: 500 ml),CP-423303-1
NeoSeal UPVC Adhesive (200 Tin)  (Size: 237 ml),CP-777050-1
Jasti Khila (1.5 inch),CP-122153-1
Finolex UPVC ASTM Faucet Valve Schedule 80 (Ref. Size - 20 (II))  (Size: 15 mm (½ inch)),CP-209769-1
King SFRC Cover With Frame (5 Ton) (Size: 24 x 24 inch),CP-556038-1
NeoSeal PVC Adhesive (105 Tin)  (Size: 500 ml),CP-273725-1
NeoSeal UPVC Adhesive (205 Tin) (237 ml),CP-943472-1
Double Side Foam Tape (5 yard) (Size: 1 inch),CP-289074-1
"Finolex PVC Agri Pipe (6 meter, 6 KG/CM²) (Size: 160 mm (6 inch))",CP-856622-2
Finolex PVC Agri Coupler (6 KG/CM²) (Size: 160 mm (6 inch)),CP-987100-3
Fischer FIS V Plus 360S Chemical injection mortar ,CP-678701-1
Fischer FIS EM 585S Chemical injection mortar ,CP-651544-1
Fischer FIS EM 390S Chemical injection mortar ,CP-403011-1
Fischer Dispenser Gun For Sealing FIS AM Gun 58000 ,CP-166050-1
Gypsum Powder (Plaster Of Paris Powder - POP) (17 kg),CP-724904-1
Double Side Foam Tape (5 yard) (Size: 2 inch),CP-289074-2
Delta LED Flood Light Slim (30 Watts),CP-182629-1
Delta LED Flood Light Slim (50 Watts),CP-182629-2
Delta LED Flood Light Slim (72 Watts),CP-182629-3
Delta LED Flood Light Slim (100 Watts),CP-182629-4
Delta LED Flood Light Slim (150 Watts),CP-182629-5
Delta LED Flood Light Slim (200 Watts (Small Body)),CP-182629-6
Delta LED Flood Light Slim (200 Watts (Big Body)),CP-182629-7
Delta LED Flood Light Slim (250 Watts),CP-182629-8
Delta LED Flood Light Back Choke (50 Watts),CP-500422-1
Delta LED Flood Light Back Choke (100 Watts),CP-500422-2
Delta LED Flood Light Back Choke (150 Watts),CP-500422-3
Delta LED Flood Light Back Choke (200 Watts),CP-500422-4
Delta LED Flood Light Back Choke (300 Watts),CP-500422-5
Delta LED Flood Light Back Choke (400 Watts),CP-500422-6
Delta LED Street Light w/o Lens (18 Watts),CP-182705-1
Delta LED Street Light w/o Lens (24 Watts),CP-182705-2
Delta LED Street Light w/o Lens (30 Watts),CP-182705-3
Delta LED Street Light w/o Lens (36 Watts),CP-182705-4
Delta LED Street Light w/o Lens (50 Watts),CP-182705-5
Delta LED Street Light w/o Lens (72 Watts),CP-182705-6
Delta LED Street Light w/o Lens (100 Watts),CP-182705-7
Delta LED Street Light with Lens (18 Watts),CP-983828-1
Delta LED Street Light with Lens (24 Watts),CP-983828-2
Delta LED Street Light with Lens (36 Watts),CP-983828-3
Delta LED Street Light with Lens (50 Watts),CP-983828-4
Delta LED High Bay Light (50 Watts),CP-514530-1
Delta LED High Bay Light (72 Watts),CP-514530-2
Delta LED High Bay Light (100 Watts),CP-514530-3
Delta LED High Bay Light (150 Watts),CP-514530-4
Delta LED High Bay Light (200 Watts),CP-514530-5
"KEI 4 Core Armoured Cable (16 sq mm, Aluminum)",CP-338393-1
"KEI 4 Core Armoured Cable (16 sq mm, Copper)",CP-338393-2
PVC Cover Blocks  (Size: 40 mm),CP-329428-1
PVC Cover Blocks  (Size: 50 mm),CP-329428-2
"Shuttering Plywood (Make: Dock) - Good Repetition - Budget Buy (8x4 Feet, 12 mm, 30 kg)",CP-983610-1
"Shuttering Plywood (Make: Vachi/Atal) (8x4 Feet, 12 mm, 30 kg)",CP-441201-1
"Shuttering Plywood (Make: Orbi) - Excellent Quality - High Repetitions (8x4 Feet, 12 mm, 34 kg)",CP-792310-1
Coupler Sheet Metal Swivel ,CP-726983-2
Coupler Sheet Metal Swivel (820 gm) (Size: 50 x 50 mm),CP-726983-3
Sikanja Shuttering Clamp  (Size: 2 feet),CP-701837-4
Indcare Duster 12 Inch with Steel Toe Gumboots  (Size: 6),CP-948214-3
Indcare Duster 12 Inch with Steel Toe Gumboots  (Size: 7),CP-948214-4
Indcare Duster 12 Inch with Steel Toe Gumboots  (Size: 8),CP-948214-5
"Baton/Botam Patti (8 ft, Pine Wood Timber) (Size: 3x2 (2.5x1.5) inch)",CP-912805-4
"Shuttering Plywood (Make: Alliance) - Good Repetitions (12 mm, 30 kg) (Size: 8X4 feet)",CP-043734-1
"JSW GI Galvanized Roofing Sheets (0.25 mm, 10 x 4 feet)",CP-735901-1
"JSW GI Galvanized Roofing Sheets (0.25 mm, 12 x 4 feet)",CP-735901-2
"GI Wire Mesh Netting (22 guage, 50 ft, 3 ft)",CP-376501-1
"Concrete Vibrator Shaft/Needle Only (35 mm, 1 meter)",CP-476336-1
"Concrete Vibrator Shaft/Needle Only (35 mm, 1.5 meter)",CP-476336-2
"Concrete Vibrator Shaft/Needle Only (35 mm, 2 meter)",CP-476336-3
"Concrete Vibrator Shaft/Needle Only (3 meter, 35 mm)",CP-476336-4
"Concrete Vibrator Shaft/Needle Only (35 mm, 4 meter)",CP-476336-5
"Concrete Vibrator Shaft/Needle Only (50 mm, 1 meter)",CP-476336-6
"Concrete Vibrator Shaft/Needle Only (50 mm, 4 meter)",CP-476336-7
Karam PN-521 Ratchet Safety Helmet (Green),CP-780989-5
IndCare Turbo Safety Shoes with Steel Toe (5 no),CP-517619-1
IndCare Turbo Safety Shoes with Steel Toe (6 no),CP-517619-2
IndCare Turbo Safety Shoes with Steel Toe (7 no),CP-517619-3
IndCare Turbo Safety Shoes with Steel Toe (8 no),CP-517619-4
IndCare Turbo Safety Shoes with Steel Toe (9 no),CP-517619-5
IndCare Turbo Safety Shoes with Steel Toe (10 no),CP-517619-6
IndCare Turbo Safety Shoes with Steel Toe (11 no),CP-517619-7
IndCare Fighter Safety Shoes with Steel Toe (6 no),CP-330619-1
IndCare Fighter Safety Shoes with Steel Toe (7 no),CP-330619-2
IndCare Fighter Safety Shoes with Steel Toe (8 no),CP-330619-3
IndCare Fighter Safety Shoes with Steel Toe (9 no),CP-330619-4
IndCare Fighter Safety Shoes with Steel Toe (10 no),CP-330619-5
